"10001","DEP","B","Hadley","10.01","01/27/2013","","P","Hadley-1","","bal - new bank"
"10002","DEP","B","Halifax","20.02","01/27/2013","","P","Halifax-2","","bal - new bank"
"10003","PAYT","B","East.Brookfield","185.01","01/28/2013","G:12639","","Default","","Transferred payment"
"10004","PAYT","B","North.Andover","61.53","01/28/2013","I:165","","Default","","Transferred payment"
"10005","PAYT","B","West.Bridgewater","422.01","01/28/2013","G:12845","","Default","","Transferred payment"
"10006","PAYT","B","Abington","25.01","01/28/2013","G:12555","","Default","","Abington - 1 - 1/28/2013"
"10007","PAYT","B","Acton","25.01","01/28/2013","G:12556","","Default","","Acton - 2 - 1/28/2013"
"10008","PAYT","B","Acushnet","25.01","01/28/2013","G:12557","","Default","","Acushnet - 3 - 1/28/2013"
"10009","PAYT","B","Adams","25.01","01/28/2013","G:12558","","Default","","Adams - 4 - 1/28/2013"
"10010","PAYT","B","Agawam","25.01","01/28/2013","G:12559","","Default","","Agawam - 5 - 1/28/2013"
"10011","PAYT","B","Arlington","25.01","01/28/2013","G:12565","","Default","","Arlington - 11 - 1/28/2013"
"10012","PAYT","B","Attleboro","25.01","01/28/2013","G:12571","","Default","","Attleboro - 17 - 1/28/2013"
"10013","PAYT","B","Becket","25.01","01/28/2013","G:12577","","Default","","Becket - 23 - 1/28/2013"
"10014","PAYT","B","Berlin","25.01","01/28/2013","G:12583","","Default","","Berlin - 29 - 1/28/2013"
"10015","PAYT","B","Bolton","25.01","01/28/2013","G:12589","","Default","","Bolton - 35 - 1/28/2013"
"10016","PAYT","B","Braintree","25.01","01/28/2013","G:12595","","Default","","Braintree - 41 - 1/28/2013"
"10017","PAYT","B","Brookline","25.01","01/28/2013","G:12601","","Default","","Brookline - 47 - 1/28/2013"
"10018","PAYT","B","Carver","25.01","01/28/2013","G:12607","","Default","","Carver - 53 - 1/28/2013"
"10019","PAYT","B","Cheshire","25.01","01/28/2013","G:12613","","Default","","Cheshire - 59 - 1/28/2013"
"10020","PAYT","B","Clinton","25.01","01/28/2013","G:12619","","Default","","Clinton - 65 - 1/28/2013"
"10021","PAYT","B","Dalton","25.01","01/28/2013","G:12625","","Default","","Dalton - 71 - 1/28/2013"
"10022","PAYT","B","Dighton","25.01","01/28/2013","G:12631","","Default","","Dighton - 77 - 1/28/2013"
"10023","PAYT","B","Duxbury","25.01","01/28/2013","G:12637","","Default","","Duxbury - 83 - 1/28/2013"
"10024","PAYT","B","Easton","25.01","01/28/2013","G:12643","","Default","","Easton - 89 - 1/28/2013"
"10025","PAYT","B","Fairhaven","25.01","01/28/2013","G:12649","","Default","","Fairhaven - 95 - 1/28/2013"
"10026","PAYT","B","Framingham","25.01","01/28/2013","G:12655","","Default","","Framingham - 101 - 1/28/2013"
"10027","PAYT","B","Gloucester","25.01","01/28/2013","G:12661","","Default","","Gloucester - 107 - 1/28/2013"
"10028","PAYT","B","Great Barrington","25.01","01/28/2013","G:12667","","Default","","Great Barrington - 113 - 1/28/2013"
"10029","PAYT","B","Hamilton","25.01","01/28/2013","G:12672","","Default","","Hamilton - 119 - 1/28/2013"
"10030","PAYT","B","Harvard","25.01","01/28/2013","I:143","","Default","","Harvard - 125 - 1/28/2013"
"10031","PAYT","B","Hingham","25.01","01/28/2013","I:145","","Default","","Hingham - 131 - 1/28/2013"
