"Adams","Adams","Adams","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","163.97","163.97","0.00","0.00","0.00","0.00","163.97","163.97"
"Alford","Alford","Alford","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369.60","369.60","0.00","0.00","0.00","0.00","369.60","369.60"
"Amesbury","Amesbury","Amesbury","0:00:00","0:00:00","0:00:00","0:00:00","6:27:00","6:27:00","0.00","0.00","0.00","0.00","287.89","287.89","0.00","0.00","0.00","0.00","1640.18","1640.18","0.00","0.00","0.00","0.00","1928.07","1928.07"
"Amherst","Amherst","Amherst","0:00:00","0:00:00","0:00:00","0:00:00","7:27:00","7:27:00","0.00","0.00","0.00","0.00","332.91","332.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","332.91","332.91"
"Andover","Andover","Andover","0:00:00","0:00:00","0:00:00","0:00:00","8:27:00","8:27:00","0.00","0.00","0.00","0.00","1381.43","1381.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1381.43","1381.43"
"Auburn","Auburn","Auburn","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2464.88","2464.88","0.00","0.00","0.00","0.00","2464.88","2464.88"
"Avon","Avon","Avon","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.71","0.00","0.00","450.71","0.00","0.00","450.71","0.00","0.00","450.71"
"Ayer","Ayer","Ayer","0:00:00","6:12:00","0:00:00","0:00:00","0:00:00","6:12:00","0.00","627.44","0.00","0.00","0.00","627.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","627.44","0.00","0.00","0.00","627.44"
"Barre","Barre","Barre","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","1774.57","0.00","0.00","0.00","0.00","1774.57","1774.57","0.00","0.00","0.00","0.00","1774.57"
"Becket","Becket","Becket","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2232.67","0.00","0.00","0.00","0.00","2232.67","2232.67","0.00","0.00","0.00","0.00","2232.67"
"Bedford","Bedford","Bedford","1:12:00","0:00:00","0:00:00","0:00:00","0:00:00","1:12:00","201.65","0.00","0.00","0.00","0.00","201.65","0.00","0.00","0.00","0.00","0.00","0.00","201.65","0.00","0.00","0.00","0.00","201.65"
"Belchertown","Belchertown","Belchertown","3:12:00","0:00:00","0:00:00","0:00:00","0:00:00","3:12:00","16.16","0.00","0.00","0.00","0.00","16.16","0.00","0.00","0.00","0.00","0.00","0.00","16.16","0.00","0.00","0.00","0.00","16.16"
"Brimfield","Brimfield","Brimfield","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1103.18","0.00","0.00","1103.18","0.00","0.00","1103.18","0.00","0.00","1103.18"
"Brockton","Brockton","Brockton","0:00:00","7:12:00","0:00:00","0:00:00","0:00:00","7:12:00","0.00","770.76","0.00","0.00","0.00","770.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","770.76","0.00","0.00","0.00","770.76"
"Brookfield","Brookfield","Brookfield","9:12:00","0:00:00","0:00:00","0:00:00","0:00:00","9:12:00","1003.35","0.00","0.00","0.00","0.00","1003.35","0.00","0.00","0.00","0.00","0.00","0.00","1003.35","0.00","0.00","0.00","0.00","1003.35"
"Brookline","Brookline","Brookline","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","2464.88","0.00","0.00","0.00","0.00","2464.88","2464.88","0.00","0.00","0.00","0.00","2464.88"
"Buckland","Buckland","Buckland","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","450.71","0.00","0.00","0.00","0.00","450.71","450.71","0.00","0.00","0.00","0.00","450.71"
"Burlington","Burlington","Burlington","6:12:00","0:00:00","0:00:00","0:00:00","0:00:00","6:12:00","657.76","0.00","0.00","0.00","0.00","657.76","0.00","0.00","0.00","0.00","0.00","0.00","657.76","0.00","0.00","0.00","0.00","657.76"
"Conway","Conway","Conway","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1774.57","0.00","1774.57","0.00","0.00","0.00","1774.57","0.00","1774.57"
"Dalton","Dalton","Dalton","1:12:00","0:00:00","0:00:00","0:00:00","0:00:00","1:12:00","121.33","0.00","0.00","0.00","0.00","121.33","0.00","0.00","0.00","0.00","0.00","0.00","121.33","0.00","0.00","0.00","0.00","121.33"
